PropTypeDescription,Acreage,SpecificPropTypeDescription,NbhdCode2,Land Value,Total Value,TotGLA,Tot Bsmt,EffYearBuilt_Weighted,Quality_Weighted,Main_StyleDesc,FullBaths_Total,HalfBaths_Total,BsmtFinishPct_Weighted,Laundry_Count,KitchenCount,CarportArea,CarportCapacity,GarageArea,GarageCapacity,Count_DetGarage,SqFt_DetGarage,Count_ DetCarport,SqFt_DetCarport,Count_Barn,Sqft_Barn,Count_Guest_House,SqFt_Guest_House,Count_Pools,SqFt_Pools,Count_Recreational_Courts,SqFt_Recreational_Courts,Count_Shed,SqFt_Shed,Count_Gazebo_Pavilion,SqFt_Gazebo_Pavilion,Sold Price,Sold Date,Concessions Amount,segment,Age,Adj_Price,ln_Price,ln_GLA,Time_1,Time_2,Time_3,Trended_Price
Single Family Res,0.2,RESIDENTIAL,C," $76,008.00 "," $322,709.00 ",1123.0,1123.0,2001.0,3.0,One Story,2.0,0.0,0.9,1.0,1.0,299.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,240.0,0.0,,345000.0,2023-06-27,0.0,Residential,70.0,345000.0,12.751299696013497,7.023758954738443,17.73981603153745,0.0,0.0,360763.9304801695
Single Family Res,0.2,RESIDENTIAL,C," $76,008.00 "," $322,709.00 ",1123.0,1123.0,2001.0,3.0,One Story,2.0,0.0,0.9,1.0,1.0,299.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,240.0,0.0,,345000.0,2023-06-27,0.0,Land Sales,70.0,345000.0,12.751299696013497,7.023758954738443,17.73981603153745,0.0,0.0,374772.21879962477
Single Family Res,0.23,RESIDENTIAL,C," $80,730.00 "," $257,835.00 ",759.0,759.0,2001.0,3.0,One Story,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,120.0,0.0,,268000.0,2023-02-15,0.0,Residential,86.0,268000.0,12.498742259492994,6.63200177739563,13.403416557161629,0.0,0.0,277156.5428746273
Single Family Res,0.23,RESIDENTIAL,C," $80,730.00 "," $257,835.00 ",759.0,759.0,2001.0,3.0,One Story,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,120.0,0.0,,268000.0,2023-02-15,0.0,Land Sales,86.0,268000.0,12.498742259492994,6.63200177739563,13.403416557161629,0.0,0.0,288037.29211004096
Commercial,0.17,HARD SURFACE PARKING,C," $98,341.00 "," $109,142.00 ",1587.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,315000.0,2024-04-29,0.0,Residential,,315000.0,12.66032791780777,7.369600720526409,27.825229960578184,0.0,0.0,337994.78988285916
Commercial,0.17,HARD SURFACE PARKING,C," $98,341.00 "," $109,142.00 ",1587.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,315000.0,2024-04-29,0.0,Land Sales,,315000.0,12.66032791780777,7.369600720526409,27.825229960578184,0.0,0.0,350781.97471587424
DEFAULT,44.29,DEFAULT,9, $-   , $-   ,2742.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,480000.0,2022-02-23,0.0,Residential,,480000.0,13.081541382884074,7.91644286012226,1.6754270696452036,0.0,0.0,481740.0801470391
DEFAULT,44.29,DEFAULT,9, $-   , $-   ,2742.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,480000.0,2022-02-23,0.0,Land Sales,,480000.0,13.081541382884074,7.91644286012226,1.6754270696452036,0.0,0.0,501211.8147352018
Res Conversion to Multiunit,0.16,RESIDENTIAL,C," $68,607.00 "," $243,736.00 ",840.0,840.0,1995.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,290.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,350000.0,2024-06-18,0.0,Residential,85.0,350000.0,12.765688433465597,6.733401891837359,28.055190538764784,0.328515111695138,1.0840998685939554,347523.9096579701
Res Conversion to Multiunit,0.16,RESIDENTIAL,C," $68,607.00 "," $243,736.00 ",840.0,840.0,1995.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,290.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,350000.0,2024-06-18,0.0,Land Sales,85.0,350000.0,12.765688433465597,6.733401891837359,28.055190538764784,0.328515111695138,1.0840998685939554,355404.43804646895
Single Family Res,0.19,RESIDENTIAL,C," $88,661.00 "," $215,622.00 ",949.0,715.0,1994.0,3.0,One Story,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,240000.0,2023-03-29,0.0,Residential,116.0,240000.0,12.388394202324129,6.855408798609928,14.783180026281208,0.0,0.0,249076.75928142577
Single Family Res,0.19,RESIDENTIAL,C," $88,661.00 "," $215,622.00 ",949.0,715.0,1994.0,3.0,One Story,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,240000.0,2023-03-29,0.0,Land Sales,116.0,240000.0,12.388394202324129,6.855408798609928,14.783180026281208,0.0,0.0,258821.13607957412
Single Family Res,0.34,RESIDENTIAL,C," $113,948.00 "," $309,574.00 ",1357.0,680.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,299.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,221.0,0.0,,450000.0,2025-06-18,0.0,Residential,87.0,450000.0,13.017002861746503,7.213031659834869,28.055190538764784,0.328515111695138,13.074901445466491,448885.17572414555
Single Family Res,0.34,RESIDENTIAL,C," $113,948.00 "," $309,574.00 ",1357.0,680.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,299.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,221.0,0.0,,450000.0,2025-06-18,0.0,Land Sales,87.0,450000.0,13.017002861746503,7.213031659834869,28.055190538764784,0.328515111695138,13.074901445466491,452415.5698777581
Single Family Res,0.19,RESIDENTIAL,C," $88,661.00 "," $283,197.00 ",1600.0,447.0,1994.0,3.0,Two Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,372000.0,2022-04-07,0.0,Residential,107.0,372000.0,12.826649133255284,7.3777589082278725,3.088042049934297,0.0,0.0,374699.03413462895
Single Family Res,0.19,RESIDENTIAL,C," $88,661.00 "," $283,197.00 ",1600.0,447.0,1994.0,3.0,Two Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,372000.0,2022-04-07,0.0,Land Sales,107.0,372000.0,12.826649133255284,7.3777589082278725,3.088042049934297,0.0,0.0,389791.78615818644
Single Family Res,0.3,RESIDENTIAL,C," $107,961.00 "," $558,757.00 ",2486.0,654.0,2006.0,3.5,One and One Half,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,255.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,541007.0,2024-02-29,0.0,Residential,35.0,541007.0,13.201187496746758,7.818430272070656,25.854139290407357,0.0,0.0,577582.8682076763
Single Family Res,0.3,RESIDENTIAL,C," $107,961.00 "," $558,757.00 ",2486.0,654.0,2006.0,3.5,One and One Half,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,255.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,541007.0,2024-02-29,0.0,Land Sales,35.0,541007.0,13.201187496746758,7.818430272070656,25.854139290407357,0.0,0.0,599546.7700483935
Single Family Res,0.3,RESIDENTIAL,C," $107,961.00 "," $441,410.00 ",1650.0,732.0,2006.0,3.5,One Story,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,500000.0,2025-08-14,0.0,Residential,102.0,500000.0,13.122363377404328,7.408530566894626,28.055190538764784,0.328515111695138,14.947437582128778,499121.22190623014
Single Family Res,0.3,RESIDENTIAL,C," $107,961.00 "," $441,410.00 ",1650.0,732.0,2006.0,3.5,One Story,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,500000.0,2025-08-14,0.0,Land Sales,102.0,500000.0,13.122363377404328,7.408530566894626,28.055190538764784,0.328515111695138,14.947437582128778,501901.9429627941
Single Family Res,0.32,RESIDENTIAL,C," $111,008.00 "," $263,911.00 ",820.0,820.0,1994.0,3.0,One Story,1.0,0.0,0.51,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,335000.0,2022-08-12,0.0,Residential,92.0,335000.0,12.721885810807203,6.709304340258298,7.260183968462549,0.0,0.0,341048.21275348816
Single Family Res,0.32,RESIDENTIAL,C," $111,008.00 "," $263,911.00 ",820.0,820.0,1994.0,3.0,One Story,1.0,0.0,0.51,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,335000.0,2022-08-12,0.0,Land Sales,92.0,335000.0,12.721885810807203,6.709304340258298,7.260183968462549,0.0,0.0,354644.6197332478
Single Family Res,0.35,RESIDENTIAL,C," $115,381.00 "," $347,555.00 ",1513.0,880.0,1994.0,3.0,One Story,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,385000.0,2022-04-28,0.0,Residential,100.0,385000.0,12.86099861326992,7.321849713788356,3.7779237844940865,0.0,0.0,388477.7725395358
Single Family Res,0.35,RESIDENTIAL,C," $115,381.00 "," $347,555.00 ",1513.0,880.0,1994.0,3.0,One Story,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,385000.0,2022-04-28,0.0,Land Sales,100.0,385000.0,12.86099861326992,7.321849713788356,3.7779237844940865,0.0,0.0,404098.9843868138
Res Conversion to Multiunit,0.21,RESIDENTIAL,C," $80,357.00 "," $363,116.00 ",1831.0,150.0,1994.0,3.0,One and One Half,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,235000.0,2022-09-28,0.0,Residential,125.0,235000.0,12.367340793126296,7.5126175446745105,8.804204993429698,0.0,0.0,240188.82226293205
Res Conversion to Multiunit,0.21,RESIDENTIAL,C," $80,357.00 "," $363,116.00 ",1831.0,150.0,1994.0,3.0,One and One Half,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,235000.0,2022-09-28,0.0,Land Sales,125.0,235000.0,12.367340793126296,7.5126175446745105,8.804204993429698,0.0,0.0,249727.60220965568
Commercial,0.35,CONVENIENCE MARKETS,C," $182,952.00 "," $442,739.00 ",2864.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,601999.0,2025-01-30,0.0,Residential,,601999.0,13.308011063160011,7.9599745280805365,28.055190538764784,0.328515111695138,8.508541392904073,599452.1894600253
Commercial,0.35,CONVENIENCE MARKETS,C," $182,952.00 "," $442,739.00 ",2864.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,601999.0,2025-01-30,0.0,Land Sales,,601999.0,13.308011063160011,7.9599745280805365,28.055190538764784,0.328515111695138,8.508541392904073,607532.718079124
Mixed Use,0.27,MOTEL/HOTEL/RESTAURANT,C," $147,015.00 "," $308,417.00 ",1182.0,1182.0,1994.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,329.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,300000.0,2025-05-22,0.0,Residential,102.0,300000.0,12.611537753638338,7.074963197966044,28.055190538764784,0.328515111695138,12.187910643889618,299154.5463874766
Mixed Use,0.27,MOTEL/HOTEL/RESTAURANT,C," $147,015.00 "," $308,417.00 ",1182.0,1182.0,1994.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,329.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,300000.0,2025-05-22,0.0,Land Sales,102.0,300000.0,12.611537753638338,7.074963197966044,28.055190538764784,0.328515111695138,12.187910643889618,301832.8943520602
Single Family Res,0.23,RESIDENTIAL,C," $82,054.00 "," $278,327.00 ",1248.0,1248.0,1994.0,3.0,One Story,1.0,0.0,0.5,1.0,1.0,296.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,310000.0,2023-10-26,0.0,Residential,101.0,310000.0,12.644327576461329,7.129297548929373,21.71484888304862,0.0,0.0,327475.0691392075
Single Family Res,0.23,RESIDENTIAL,C," $82,054.00 "," $278,327.00 ",1248.0,1248.0,1994.0,3.0,One Story,1.0,0.0,0.5,1.0,1.0,296.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,310000.0,2023-10-26,0.0,Land Sales,101.0,310000.0,12.644327576461329,7.129297548929373,21.71484888304862,0.0,0.0,340062.04387202056
Single Family Res,0.21,RESIDENTIAL,C," $64,285.00 "," $292,521.00 ",1107.0,716.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,320000.0,2022-05-13,0.0,Residential,87.0,320000.0,12.676076274775909,7.009408932708637,4.270696452036794,0.0,0.0,323297.5638258655
Single Family Res,0.21,RESIDENTIAL,C," $64,285.00 "," $292,521.00 ",1107.0,716.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,375520.0,2024-04-22,0.0,Residential,87.0,375520.0,12.83606701108485,7.009408932708637,27.59526938239159,0.0,0.0,402695.9424401692
Single Family Res,0.21,RESIDENTIAL,C," $64,285.00 "," $292,521.00 ",1107.0,716.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,320000.0,2022-05-13,0.0,Multi-Family,87.0,320000.0,12.676076274775909,7.009408932708637,4.270696452036794,0.0,0.0,283739.1407873573
Single Family Res,0.21,RESIDENTIAL,C," $64,285.00 "," $292,521.00 ",1107.0,716.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,320000.0,2022-05-13,0.0,Land Sales,87.0,320000.0,12.676076274775909,7.009408932708637,4.270696452036794,0.0,0.0,336282.01469548856
Single Family Res,0.21,RESIDENTIAL,C," $64,285.00 "," $292,521.00 ",1107.0,716.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,375520.0,2024-04-22,0.0,Land Sales,87.0,375520.0,12.83606701108485,7.009408932708637,27.59526938239159,0.0,0.0,417940.0834116969
Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $304,348.00 ",872.0,872.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,406.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,244000.0,2025-02-11,0.0,Residential,95.0,244000.0,12.404923504275338,6.77078942390898,28.055190538764784,0.328515111695138,8.902759526938238,243004.63729442173
Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $304,348.00 ",872.0,872.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,406.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,336000.0,2025-11-07,0.0,Residential,95.0,336000.0,12.724866438945341,6.77078942390898,28.055190538764784,0.328515111695138,17.73981603153745,335770.4586165371
Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $304,348.00 ",872.0,872.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,406.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,244000.0,2025-02-11,0.0,Land Sales,95.0,244000.0,12.404923504275338,6.77078942390898,28.055190538764784,0.328515111695138,8.902759526938238,246162.20825274094
Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $304,348.00 ",872.0,872.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,406.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,336000.0,2025-11-07,0.0,Land Sales,95.0,336000.0,12.724866438945341,6.77078942390898,28.055190538764784,0.328515111695138,17.73981603153745,336495.953943953
Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $485,410.00 ",1973.0,1058.0,1994.0,3.0,Two Story,2.0,1.0,0.75,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,384.0,0.0,,300000.0,2025-09-05,0.0,Residential,92.0,300000.0,12.611537753638338,7.587310506022615,28.055190538764784,0.328515111695138,15.670170827858081,299556.1236810818
Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $485,410.00 ",1973.0,1058.0,1994.0,3.0,Two Story,2.0,1.0,0.75,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,384.0,0.0,,300000.0,2025-09-05,0.0,Land Sales,92.0,300000.0,12.611537753638338,7.587310506022615,28.055190538764784,0.328515111695138,15.670170827858081,300960.26088390325
Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $286,027.00 ",864.0,384.0,1999.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,220500.0,2024-08-13,0.0,Residential,57.0,220500.0,12.303652973869038,6.761572768804055,28.055190538764784,0.328515111695138,2.923784494086728,219095.28159583805
Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $286,027.00 ",864.0,384.0,1999.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,220500.0,2024-08-13,0.0,Land Sales,57.0,220500.0,12.303652973869038,6.761572768804055,28.055190538764784,0.328515111695138,2.923784494086728,223562.5744574603
Single Family Res,0.15,RESIDENTIAL,C," $55,603.00 "," $454,417.00 ",1490.0,1150.0,2001.0,3.5,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,64.0,0.0,,475000.0,2023-08-07,0.0,Residential,49.0,475000.0,13.071070083016778,7.306531398939505,19.086727989487514,0.0,0.0,498416.9239235726
Single Family Res,0.15,RESIDENTIAL,C," $55,603.00 "," $454,417.00 ",1490.0,1150.0,2001.0,3.5,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,64.0,0.0,,475000.0,2023-08-07,0.0,Land Sales,49.0,475000.0,13.071070083016778,7.306531398939505,19.086727989487514,0.0,0.0,517703.817847898
Manufactured Home,0.3,RESIDENTIAL,C," $74,973.00 "," $284,751.00 ",1589.0,0.0,2020.0,1.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,300000.0,2023-04-10,0.0,Residential,6.0,300000.0,12.611537753638338,7.370860166536716,15.177398160315374,0.0,0.0,311659.827666677
Manufactured Home,0.3,RESIDENTIAL,C," $74,973.00 "," $284,751.00 ",1589.0,0.0,2020.0,1.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,300000.0,2023-04-10,0.0,Land Sales,6.0,300000.0,12.611537753638338,7.370860166536716,15.177398160315374,0.0,0.0,323840.4233058731
Res Plex (2 - 4),0.26,4 RESIDENTIAL AND UP / MULTIPLE RESIDENTIAL,C," $60,000.00 "," $314,655.00 ",2484.0,0.0,2010.0,3.0,Fourplex: Two Story,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,412070.0,2024-10-18,0.0,Residential,29.0,412070.0,12.928948516812419,7.81762544305337,28.055190538764784,0.328515111695138,5.091984231274639,409786.9994733409
Res Plex (2 - 4),0.26,4 RESIDENTIAL AND UP / MULTIPLE RESIDENTIAL,C," $60,000.00 "," $314,655.00 ",2484.0,0.0,2010.0,3.0,Fourplex: Two Story,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,412070.0,2024-10-18,0.0,Land Sales,29.0,412070.0,12.928948516812419,7.81762544305337,28.055190538764784,0.328515111695138,5.091984231274639,417040.8413456273
Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $286,540.00 ",1368.0,0.0,1997.0,3.5,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,186.0,0.0,,399900.0,2025-07-23,0.0,Residential,68.0,399900.0,12.89896979483491,7.221105098182496,28.055190538764784,0.328515111695138,14.224704336399475,399086.0246389678
Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $286,540.00 ",1368.0,0.0,1997.0,3.5,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,186.0,0.0,,237500.0,2023-10-05,0.0,Residential,68.0,237500.0,12.377922902456833,7.221105098182496,21.02496714848883,0.0,0.0,250446.14487312673
Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $286,540.00 ",1368.0,0.0,1997.0,3.5,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,186.0,0.0,,399900.0,2025-07-23,0.0,Land Sales,68.0,399900.0,12.89896979483491,7.221105098182496,28.055190538764784,0.328515111695138,14.224704336399475,401662.4651561791
Single Family Res,0.3,RESIDENTIAL,C," $74,973.00 "," $286,540.00 ",1368.0,0.0,1997.0,3.5,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,186.0,0.0,,237500.0,2023-10-05,0.0,Land Sales,68.0,237500.0,12.377922902456833,7.221105098182496,21.02496714848883,0.0,0.0,260089.48504518028
Manufactured Home,0.2,RESIDENTIAL,C," $62,947.00 "," $214,895.00 ",1647.0,0.0,2005.0,1.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,224.0,0.0,,290000.0,2025-03-12,0.0,Residential,37.0,290000.0,12.577636201962656,7.4067107301776405,28.055190538764784,0.328515111695138,9.85545335085414,288923.0042566257
Manufactured Home,0.2,RESIDENTIAL,C," $62,947.00 "," $214,895.00 ",1647.0,0.0,2005.0,1.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,224.0,0.0,,290000.0,2025-03-12,0.0,Land Sales,37.0,290000.0,12.577636201962656,7.4067107301776405,28.055190538764784,0.328515111695138,9.85545335085414,292338.18168317666
Res PUD,0.04,CONDOMINIUM / TOWNHOUSE,C," $10,000.00 "," $168,682.00 ",1133.0,0.0,2008.0,3.0,End: Two Story,1.0,1.0,0.0,1.0,1.0,0.0,0.0,231.0,1.0,,,,,,,,,,,,,,,,,287500.0,2022-02-28,0.0,Residential,31.0,287500.0,12.568978139219542,7.0326242610280065,1.8396846254927726,0.0,0.0,288663.4037835425
Res PUD,0.04,CONDOMINIUM / TOWNHOUSE,C," $10,000.00 "," $168,682.00 ",1133.0,0.0,2008.0,3.0,End: Two Story,1.0,1.0,0.0,1.0,1.0,0.0,0.0,231.0,1.0,,,,,,,,,,,,,,,,,287500.0,2022-02-28,0.0,Land Sales,31.0,287500.0,12.568978139219542,7.0326242610280065,1.8396846254927726,0.0,0.0,300326.3622934497
Twin Home,0.08,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $15,000.00 "," $200,899.00 ",1073.0,0.0,2009.0,3.0,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,312.0,1.0,,,,,,,,,,,,,,,,,285000.0,2022-03-14,0.0,Residential,28.0,285000.0,12.560244459250788,6.9782137426306985,2.299605781865966,0.0,0.0,286489.87663405406
Twin Home,0.08,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $15,000.00 "," $200,899.00 ",1073.0,0.0,2009.0,3.0,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,312.0,1.0,,,,,,,,,,,,,,,,,285000.0,2022-03-14,0.0,Land Sales,28.0,285000.0,12.560244459250788,6.9782137426306985,2.299605781865966,0.0,0.0,298051.96592879953
Twin Home,0.08,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $15,000.00 "," $197,628.00 ",1073.0,0.0,2009.0,3.0,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,312.0,1.0,,,,,,,,,,,,,,,,,245000.0,2025-02-28,0.0,Residential,28.0,245000.0,12.409013489526863,6.9782137426306985,28.055190538764784,0.328515111695138,9.461235216819974,244053.05836237269
Twin Home,0.08,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $15,000.00 "," $197,628.00 ",1073.0,0.0,2009.0,3.0,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,312.0,1.0,,,,,,,,,,,,,,,,,245000.0,2025-02-28,0.0,Land Sales,28.0,245000.0,12.409013489526863,6.9782137426306985,28.055190538764784,0.328515111695138,9.461235216819974,247056.3247754699
Twin Home,0.08,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $15,000.00 "," $199,534.00 ",1073.0,0.0,2009.0,3.0,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,312.0,1.0,,,,,,,,,,,,,,,,,265000.0,2023-09-25,0.0,Residential,28.0,265000.0,12.487485104968359,6.9782137426306985,20.69645203679369,0.0,0.0,279210.6236749135
Twin Home,0.08,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $15,000.00 "," $199,534.00 ",1073.0,0.0,2009.0,3.0,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,312.0,1.0,,,,,,,,,,,,,,,,,265000.0,2023-09-25,0.0,Land Sales,28.0,265000.0,12.487485104968359,6.9782137426306985,20.69645203679369,0.0,0.0,289970.5993215502
